Swiss-Prot	Affymetrix
Q8IV34	1595_at
Q8IXB8	1595_at
Q02763	1596_g_at
Q8IV34	1596_g_at
Q8IXB8	1596_g_at
O95885	1597_at
Q14393	1597_at
Q9H991	1597_at
O95885	1598_g_at
Q14393	1598_g_at
Q9H991	1598_g_at
Q16667	1599_at
Q9BPV5	1599_at
Q9BY34	1599_at
Q9BY35	1599_at
Q9C043	1599_at
Q9C044	1599_at
Q9C045	1599_at
Q9C046	1599_at
Q9C048	1599_at
Q9C050	1599_at
Q9C052	1599_at
AAH35212	159_at
P49767	159_at
P50281	160020_at
P06401	160021_r_at
Q8NG42	160021_r_at
Q8NG43	160021_r_at
Q8NG44	160021_r_at
Q8NG45	160021_r_at
Q8TDS3	160021_r_at
AAA35834	160022_at
P07333	160022_at
P09544	160023_at
Q15131	160024_at
Q8N576	160024_at
Q9UHL7	160024_at
P01135	160025_at
Q9BS56	160025_at
Q9UKM1	160025_at
Q9UKM2	160025_at
Q9UKM3	160025_at
AAH41073	160026_at
P51817	160026_at
P11717	160027_s_at
P07949	160028_s_at
Q9BTB0	160028_s_at
Q9BTX6	160028_s_at
Q9UQV8	160028_s_at
P05771	160029_at
P10912	160030_at
P22223	160031_at
P08887	160032_at
---	160033_s_at
Q00597	160034_s_at
Q14002	160035_at
---	160036_at
P51511	160037_at
Q9BR96	160037_at
P01308	160038_s_at
P31152	160039_at
P14138	160040_at
Q8TA96	160041_at
Q99952	160041_at
P17509	160042_s_at
Q16124	160042_s_at
AAB32716	160043_at
P10243	160043_at
Q8TAQ6	160044_g_at
Q99798	160044_g_at
P42681	1600_at
Q8WWE2	1600_at
---	1601_s_at
P41743	1602_at
Q8WW06	1602_at
P41743	1603_g_at
Q8WW06	1603_g_at
P54756	1604_at
Q8WVN4	1604_at
P54756	1605_g_at
Q8WVN4	1605_g_at
P54764	1606_at
O15125	1607_at
P42772	1607_at
---	1608_at
---	1609_g_at
Q8N6D9	160_at
Q92783	160_at
---	1610_s_at
P01579	1611_s_at
Q14609	1611_s_at
Q14610	1611_s_at
Q14611	1611_s_at
Q14612	1611_s_at
Q14613	1611_s_at
Q14614	1611_s_at
Q14615	1611_s_at
Q8NHY9	1611_s_at
Q96LA2	1611_s_at
P17535	1612_s_at
P35125	1613_s_at
Q15634	1613_s_at
Q15635	1613_s_at
Q8IWT4	1613_s_at
P35125	1614_s_at
Q15634	1614_s_at
Q15635	1614_s_at
Q8IWT4	1614_s_at
Q07817	1615_at
P31371	1616_at
AAH42541	1617_at
Q14258	1617_at
---	1618_at
P11511	1619_g_at
Q8IYG4	1619_g_at
Q8IYJ7	1619_g_at
---	161_at
P55285	1620_at
Q99459	1621_at
Q99974	1621_at
P46734	1622_at
---	1623_s_at
---	1624_at
---	1625_at
---	1626_at
---	1627_at
---	1628_at
---	1629_s_at
P51784	162_at
Q8IUG6	162_at
---	1630_s_at
---	1631_at
---	1632_at
Q9P1W9	1633_g_at
---	1634_s_at
P11274	1635_at
P78501	1635_at
Q13746	1635_at
Q16189	1635_at
Q16190	1635_at
Q8NEY0	1635_at
Q8NF93	1635_at
Q8TDA2	1635_at
P11274	1636_g_at
P78501	1636_g_at
Q13746	1636_g_at
Q16189	1636_g_at
Q16190	1636_g_at
Q8NEY0	1636_g_at
Q8NF93	1636_g_at
Q8TDA2	1636_g_at
Q16644	1637_at
AAH43399	1638_at
P41212	1638_at
Q15329	1639_s_at
O14640	163_at
P54792	163_at
Q8NA39	163_at
P50502	1640_at
Q9P1I4	1640_at
AAH11686	1641_s_at
Q13289	1641_s_at
Q16531	1641_s_at
CAD66562	1642_at
CAD66583	1642_at
Q13330	1642_at
Q9BRL8	1642_at
CAD66562	1643_g_at
CAD66583	1643_g_at
Q13330	1643_g_at
Q9BRL8	1643_g_at
Q13347	1644_at
Q9P1D9	1644_at
Q15726	1645_at
Q9HBP1	1645_at
AAH32729	1646_at
P98170	1646_at
Q13576	1647_at
Q96QJ6	1648_at
Q99650	1648_at
Q8IX00	1649_at
Q96LC3	1649_at
Q96LC4	1649_at
Q96QT3	1649_at
Q9BW38	1649_at
Q9H6H1	1649_at
Q9NP51	1649_at
Q9NWM0	1649_at
---	164_at
Q8IX00	1650_g_at
Q96LC3	1650_g_at
Q96LC4	1650_g_at
Q96QT3	1650_g_at
Q9BW38	1650_g_at
Q9H6H1	1650_g_at
Q9NP51	1650_g_at
Q9NWM0	1650_g_at
AAH07656	1651_at
O00762	1651_at
Q8N585	1651_at
Q9P1W9	1652_at
P49241	1653_at
Q8N458	1653_at
P15056	1654_at
Q16009	1654_at
AAD51121	1655_s_at
AAM34479	1655_s_at
Q04609	1655_s_at
Q8TAY3	1655_s_at
P00519	1656_s_at
Q13688	1656_s_at
Q13689	1656_s_at
Q13690	1656_s_at
Q13691	1656_s_at
Q13745	1656_s_at
Q14020	1656_s_at
Q15256	1657_at
Q15256	1658_g_at
Q15382	1659_s_at
---	165_g_at
Q16781	1660_at
---	1661_i_at
---	1662_r_at
---	1663_at
---	1664_at
---	1665_s_at
P01562	1666_at
P13584	1667_s_at
Q8IZB0	1667_s_at
Q8TD85	1667_s_at
Q8WWF2	1667_s_at
Q8WWU9	1667_s_at
Q8WWV0	1667_s_at
Q8WWV1	1667_s_at
P40337	1668_s_at
P41221	1669_at
Q15743	166_at
AAH11685	1670_at
Q14186	1670_at
Q15454	1671_s_at
Q16539	1671_s_at
AAH39060	1672_f_at
AAH40540	1672_f_at
P06400	1672_f_at
Q92728	1672_f_at
P08138	1673_at
P07947	1674_at
P20936	1675_at
AAH07949	1676_s_at
AAH21974	1676_s_at
AAH28179	1676_s_at
AAH31012	1676_s_at
P26641	1676_s_at
Q96CU2	1676_s_at
P24593	1677_at
Q96HT5	1677_at
P24593	1678_g_at
Q96HT5	1678_g_at
---	1679_at
P55010	167_at
Q14451	1680_at
Q9Y220	1680_at
P03372	1681_at
Q13262	1681_at
Q14268	1681_at
Q14269	1681_at
Q14270	1681_at
Q9H2M0	1681_at
Q9H2M1	1681_at
Q9H2M2	1681_at
Q9Y2W8	1681_at
P08183	1682_s_at
---	1683_at
P19544	1684_s_at
---	1685_at
---	1686_g_at
Q16611	1687_s_at
Q8NFF3	1687_s_at
P51948	1688_s_at
Q8NDT9	1689_at
Q96JQ0	1689_at
Q9HAD6	1689_at
P55263	168_at
O15099	1690_at
Q9UN64	1690_at
Q9UN71	1690_at
O15100	1691_at
O60330	1691_at
Q9Y5D7	1691_at
AAH41688	1692_s_at
O00451	1692_s_at
P01033	1693_s_at
Q96QM2	1693_s_at
Q00839	1694_s_at
Q8N174	1694_s_at
Q96BA7	1694_s_at
Q96HY9	1694_s_at
Q9BQ09	1694_s_at
Q15843	1695_at
P06746	1696_at
Q12913	1697_s_at
Q9NPR5	1697_s_at
Q92961	1698_g_at
Q92961	1699_at
P47902	169_at
Q96PG8	1700_at
Q96PG9	1700_at
Q9BXH1	1700_at
Q99973	1701_at
O15163	1702_at
P01589	1702_at
Q16254	1703_g_at
P52735	1704_at
Q15299	1705_s_at
AAH02466	1706_at
P10398	1706_at
Q96II5	1706_at
AAH02466	1707_g_at
P10398	1707_g_at
Q96II5	1707_g_at
P53779	1708_at
P53779	1709_g_at
Q99626	170_at
P11387	1710_s_at
Q9BVT2	1710_s_at
Q12888	1711_at
P45985	1712_s_at
O95440	1713_s_at
P42771	1713_s_at
Q13195	1713_s_at
Q13399	1713_s_at
Q16360	1713_s_at
Q96B52	1713_s_at
AAH42910	1714_at
O75567	1714_at
O75568	1714_at
Q92766	1714_at
Q9Y474	1714_at
AAH32722	1715_at
P50591	1715_at
Q13476	1716_at
Q8IVT5	1716_at
Q13489	1717_s_at
Q8TBP1	1717_s_at
O15144	1718_at
Q9BXV5	1718_at
P20585	1719_at
AAH46094	171_at
CAA76761	171_at
Q15765	171_at
Q13257	1720_at
Q8IZX3	1720_at
Q13257	1721_g_at
Q8IZX3	1721_g_at
Q92961	1722_at
O75812	1723_g_at
O75813	1723_g_at
P21860	1723_g_at
Q9BUD7	1723_g_at
Q16254	1724_at
---	1725_s_at
---	1726_at
Q15303	1727_at
P35226	1728_at
Q15628	1729_at
O00145	172_at
Q13544	172_at
Q13545	172_at
Q92656	172_at
Q92835	172_at
Q9UE80	172_at
P08620	1730_s_at
P16234	1731_at
Q96KZ7	1731_at
P12034	1732_at
Q60518	1732_at
Q8NBG6	1732_at
Q8NF90	1732_at
P22004	1733_at
---	1734_at
P10600	1735_g_at
Q8WV88	1735_g_at
P24592	1736_at
P22692	1737_s_at
P30304	1738_at
Q8IZH5	1738_at
Q96IL3	1738_at
AAD51121	1739_at
AAM34479	1739_at
Q04609	1739_at
Q8TAY3	1739_at
Q13634	173_at
Q8N5Z2	173_at
AAD51121	1740_g_at
AAM34479	1740_g_at
Q04609	1740_g_at
Q8TAY3	1740_g_at
P18065	1741_s_at
O75812	1742_at
O75813	1742_at
P21860	1742_at
Q9BUD7	1742_at
---	1743_s_at
---	1744_at
---	1745_at
---	1746_s_at
O00115	1747_at
Q13351	1748_s_at
Q92947	1749_at
Q8IWI5	174_s_at
Q9NZM3	174_s_at
AAH43565	1750_at
Q9Y285	1750_at
---	1751_g_at
P27797	1752_at
P54725	1753_s_at
Q9UER7	1754_at
P05184	1755_i_at
P08684	1755_i_at
P05184	1756_f_at
P08684	1756_f_at
P24462	1757_i_at
Q9H241	1757_i_at
P24462	1758_r_at
Q9H241	1758_r_at
P24462	1759_f_at
Q9H241	1759_f_at
Q16512	175_s_at
Q8IUV5	175_s_at
P35236	1760_s_at
Q8NFX3	1760_s_at
Q15198	1761_at
Q16544	1762_at
Q15157	1763_at
Q16673	1763_at
Q8TAI9	1763_at
P56270	1764_s_at
Q8IUI2	1764_s_at
Q8NFN7	1764_s_at
Q8WZ46	1764_s_at
Q8IUP5	1765_at
Q92851	1765_at
Q8IUP5	1766_g_at
Q92851	1766_g_at
---	1767_s_at
P41240	1768_s_at
Q8N6X0	1769_at
Q9Y2H9	1769_at
CAD62582	176_at
Q13362	176_at
Q96B13	176_at
---	1770_at
P09619	1771_s_at
Q8N5L4	1771_s_at
P49354	1772_s_at
Q8N3Y2	1772_s_at
CAD62597	1773_at
P49356	1773_at
Q05195	1774_at
Q14181	1775_at
Q9BPV3	1775_at
P55042	1776_at
Q96F39	1776_at
Q13671	1777_at
Q13671	1778_g_at
AAH20224	1779_s_at
P11309	1779_s_at
Q13393	177_at
P09769	1780_at
P78453	1780_at
P19419	1781_at
Q8N9S0	1781_at
Q969X8	1781_at
P16949	1782_s_at
Q96CE4	1782_s_at
Q8WYP3	1783_at
P29374	1784_s_at
P29375	1785_at
Q07941	1786_at
Q12866	1786_at
P49918	1787_at
Q13115	1788_s_at
Q13649	1788_s_at
Q9NSW1	1788_s_at
O15386	1789_at
Q92905	1789_at
Q9BQ17	1789_at
---	178_f_at
---	1790_s_at
P01563	1791_s_at
O75100	1792_g_at
P24941	1792_g_at
Q14004	1793_at
Q96JN4	1793_at
Q9BVE2	1793_at
Q9H4A0	1793_at
Q9H4A1	1793_at
P30281	1794_at
P30281	1795_g_at
---	1796_s_at
P55273	1797_at
Q13433	1798_at
Q8IXR3	1798_at
Q96HP5	1798_at
Q92889	1799_at
Q15157	179_at
Q16673	179_at
Q8TAI9	179_at
Q92889	1800_g_at
Q99728	1801_at
P04626	1802_s_at
Q9UK79	1802_s_at
P06493	1803_at
AAA59995	1804_at
CAD30845	1804_at
P07288	1804_at
Q15096	1804_at
Q15098	1804_at
Q8IXI4	1804_at
Q8NCW4	1804_at
Q8WTQ8	1804_at
Q96A30	1804_at
AAA59995	1805_g_at
CAD30845	1805_g_at
P07288	1805_g_at
Q15096	1805_g_at
Q15098	1805_g_at
Q8IXI4	1805_g_at
Q8NCW4	1805_g_at
Q8WTQ8	1805_g_at
Q96A30	1805_g_at
P10911	1806_at
Q8IUF3	1806_at
Q8IUF4	1806_at
Q9UJB3	1806_at
P10911	1807_g_at
Q8IUF3	1807_g_at
Q8IUF4	1807_g_at
Q9UJB3	1807_g_at
P25445	1808_s_at
O00311	1809_at
Q96N66	180_at
Q99908	180_at
Q9BPV2	180_at
Q9BRE9	180_at
AAH43350	1810_s_at
Q05655	1810_s_at
Q15426	1811_at
---	1812_s_at
---	1813_at
P37173	1814_at
Q15580	1814_at
Q8IWC9	1814_at
P37173	1815_g_at
Q15580	1815_g_at
Q8IWC9	1815_g_at
Q15283	1816_at
BAB32644	1817_at
Q99471	1817_at
Q9C083	1817_at
Q9C084	1817_at
---	1818_at
---	1819_at
Q96N66	181_g_at
Q99908	181_g_at
Q9BPV2	181_g_at
Q9BRE9	181_g_at
---	1820_g_at
---	1821_at
---	1822_at
---	1823_g_at
P12004	1824_s_at
P46940	1825_at
Q96PA3	1825_at
P01121	1826_at
CAA46984	1827_s_at
P01106	1827_s_at
Q14899	1827_s_at
Q16591	1827_s_at
AAA52531	1828_s_at
O00527	1828_s_at
P09038	1828_s_at
P78443	1828_s_at
Q14573	182_at
P01137	1830_s_at
P22003	1831_at
AAH09279	1832_at
AAH18919	1832_at
P23508	1832_at
O75100	1833_at
P24941	1833_at
Q14439	1834_at
Q14094	1836_at
---	1837_at
---	1838_g_at
---	1839_at
P11137	183_at
Q16296	183_at
Q8IUX2	183_at
---	1840_g_at
---	1841_s_at
---	1842_at
---	1843_at
Q02750	1844_s_at
P45985	1845_at
O00214	1846_at
Q8TEV1	1846_at
Q96QS7	1846_at
Q9BXC8	1846_at
P10415	1847_s_at
Q96PA0	1847_s_at
AAM12626	1848_at
P10113	1848_at
P29374	1849_s_at
AAH32688	184_at
P35414	184_at
Q8N2R3	184_at
AAH06850	1850_at
P40692	1850_at
P48023	1851_s_at
O43647	1852_at
P01375	1852_at
Q9P1Q2	1852_at
---	1853_at
P10244	1854_at
---	1855_at
Q04864	1856_at
O15105	1857_at
P48023	1858_at
AAF42995	1859_s_at
Q00987	1859_s_at
Q8NDV9	1859_s_at
Q8NDW0	1859_s_at
Q8NDW1	1859_s_at
Q8NDW2	1859_s_at
Q8TE46	1859_s_at
Q8TE47	1859_s_at
Q8WYJ1	1859_s_at
Q8WYJ2	1859_s_at
Q8WYJ3	1859_s_at
Q96DS0	1859_s_at
Q96DS1	1859_s_at
Q96DS2	1859_s_at
Q96DS3	1859_s_at
Q96DS4	1859_s_at
Q96DS5	1859_s_at
Q9H4C2	1859_s_at
Q9H4C3	1859_s_at
Q9H4C4	1859_s_at
Q9H4C5	1859_s_at
P51513	185_at
AAH46150	1860_at
Q13625	1860_at
Q96KQ3	1860_at
Q92934	1861_at
---	1862_at
Q13315	1863_s_at
Q16580	1863_s_at
Q8TDS0	1863_s_at
Q8TDS1	1863_s_at
Q8TDS2	1863_s_at
Q96QM9	1863_s_at
P12757	1865_at
P12757	1866_g_at
O15519	1867_at
O15519	1868_g_at
O14746	1869_at
Q8N6C3	1869_at
Q8NG38	1869_at
Q8NG46	1869_at
P54646	186_at
Q06124	1870_at
Q16344	1870_at
Q96HD7	1870_at
Q06124	1871_g_at
Q16344	1871_g_at
Q96HD7	1871_g_at
Q06609	1872_at
Q01831	1873_at
Q96AX0	1873_at
P54727	1874_at
Q8WUB0	1874_at
Q96B98	1874_at
Q16603	1875_f_at
---	1876_at
---	1877_g_at
P07992	1878_g_at
Q8WWH8	1878_g_at
Q96S40	1878_g_at
AAM12634	1879_at
P10301	1879_at
Q12851	187_at
AAF42995	1880_at
Q00987	1880_at
Q8NDV9	1880_at
Q8NDW0	1880_at
Q8NDW1	1880_at
Q8NDW2	1880_at
Q8TE46	1880_at
Q8TE47	1880_at
Q8WYJ1	1880_at
Q8WYJ2	1880_at
Q8WYJ3	1880_at
Q96DS0	1880_at
Q96DS1	1880_at
Q96DS2	1880_at
Q96DS3	1880_at
Q96DS4	1880_at
Q96DS5	1880_at
Q9H4C2	1880_at
Q9H4C3	1880_at
Q9H4C4	1880_at
Q9H4C5	1880_at
---	1881_at
---	1882_g_at
---	1883_s_at
P12004	1884_s_at
P19447	1885_at
O00755	1886_at
Q96H90	1886_at
O00755	1887_g_at
Q96H90	1887_g_at
P10721	1888_s_at
Q8TCG9	1888_s_at
P98172	188_at
Q99988	1890_at
Q9BWA0	1890_at
P41279	1891_at
---	1892_s_at
---	1893_s_at
---	1894_f_at
---	1895_at
P33527	1896_s_at
Q9BV39	1896_s_at
Q03167	1897_at
Q9UGI2	1897_at
Q14134	1898_at
Q96AA9	1898_at
Q9BZY7	1898_at
P43351	1899_s_at
Q9Y5T7	1899_s_at
Q9Y5T8	1899_s_at
Q9Y5T9	1899_s_at
---	189_s_at
AAH39060	1900_at
AAH40540	1900_at
P06400	1900_at
Q92728	1900_at
---	1901_s_at
P07992	1902_at
Q8WWH8	1902_at
Q96S40	1902_at
---	1903_at
Q99417	1904_at
---	1905_s_at
---	1906_at
P28749	1907_at
Q8N5K6	1907_at
Q8WVU8	1907_at
P41162	1908_at
Q8TAC8	1908_at
P10415	1909_at
Q96PA0	1909_at
Q92570	190_at
P10415	1910_s_at
Q96PA0	1910_s_at
P24522	1911_s_at
P25054	1912_s_at
Q16097	1912_s_at
Q16098	1912_s_at
Q9UM98	1912_s_at
Q16589	1913_at
Q8N5D4	1913_at
P78396	1914_at
Q8IY91	1914_at
P01100	1915_s_at
P01100	1916_s_at
P04049	1917_at
P12755	1918_at
P15498	1919_at
Q96D37	1919_at
---	191_at
P51959	1920_s_at
---	1921_at
---	1922_g_at
P24863	1923_at
P51946	1924_at
P41002	1925_at
P49765	1926_at
AAH42637	1927_s_at
P37023	1927_s_at
---	1928_s_at
Q15389	1929_at
Q8N6P3	1929_at
Q15545	192_at
Q8TBD8	192_at
AAH46126	1930_at
O15438	1930_at
O15439	1931_at
O75555	1931_at
Q8IUA3	1931_at
Q8IVZ4	1931_at
Q8IWU1	1931_at
Q8IZN6	1931_at
Q8NEW8	1931_at
O15440	1932_at
O15440	1933_g_at
AAH35212	1934_s_at
P49767	1934_s_at
O15151	1935_at
---	1936_s_at
---	1937_at
AAH11566	1938_at
Q9H7V3	1938_at
---	1939_at
Q16594	193_at
Q9BTS1	193_at
Q9Y3D8	193_at
AAM12631	1940_at
P01118	1940_at
Q14014	1940_at
Q14015	1940_at
Q15285	1940_at
Q8N2Z2	1940_at
Q96D10	1940_at
Q96FS0	1940_at
Q13309	1941_at
Q8TDZ0	1941_at
Q8TDZ1	1941_at
Q9BV69	1941_at
AAB50213	1942_s_at
P11802	1942_s_at
Q96BE9	1942_s_at
P20248	1943_at
AAH06850	1944_f_at
P40692	1944_f_at
P14635	1945_at
Q9BPX9	1945_at
Q9BWU7	1945_at
Q9BWU8	1945_at
Q9BWU9	1945_at
Q9BWV0	1945_at
Q06250	1946_at
Q06250	1947_g_at
P35228	1948_f_at
Q9UM94	1948_f_at
---	1949_at
Q13166	194_at
---	1950_s_at
O15123	1951_at
Q9H4C0	1951_at
Q9HBP3	1951_at
Q99717	1952_s_at
AAM03108	1953_at
P15692	1953_at
Q8WUQ2	1953_at
Q96FD9	1953_at
Q96KJ0	1953_at
Q96L82	1953_at
P35968	1954_at
O43541	1955_s_at
Q96E31	1955_s_at
---	1956_s_at
P36897	1957_s_at
AAH27948	1958_at
O43915	1958_at
O14977	1959_at
Q96D20	1959_at
O95601	195_s_at
P49662	195_s_at
Q9UG96	195_s_at
---	1960_at
AAK83389	1961_f_at
P29474	1961_f_at
P05089	1962_at
Q8TE72	1962_at
Q9BS50	1962_at
AAH39007	1963_at
P17948	1963_at
Q16333	1963_at
AAH39007	1964_g_at
P17948	1964_g_at
Q16333	1964_g_at
P29475	1965_s_at
Q96FZ1	1965_s_at
---	1966_i_at
---	1967_f_at
P16234	1968_g_at
Q96KZ7	1968_g_at
P50613	1969_s_at
P51878	196_s_at
AAH39243	1970_s_at
P21802	1970_s_at
Q01742	1970_s_at
Q16888	1970_s_at
Q8IXC7	1970_s_at
AAH32336	1971_g_at
P49789	1971_g_at
P11137	1972_s_at
Q16296	1972_s_at
Q8IUX2	1972_s_at
CAA46984	1973_s_at
P01106	1973_s_at
Q14899	1973_s_at
Q16591	1973_s_at
P04637	1974_s_at
Q15086	1974_s_at
Q15087	1974_s_at
Q15088	1974_s_at
Q16535	1974_s_at
Q16807	1974_s_at
Q16808	1974_s_at
Q16809	1974_s_at
Q16810	1974_s_at
Q8J016	1974_s_at
Q9BTM4	1974_s_at
Q9HAQ8	1974_s_at
P01343	1975_s_at
P05019	1975_s_at
Q13429	1975_s_at
Q14620	1975_s_at
Q9NP10	1975_s_at
AAH35357	1976_s_at
P07332	1976_s_at
P14921	1977_s_at
Q96AC5	1977_s_at
P17301	1978_at
P46087	1979_s_at
Q9BW43	1979_s_at
Q13232	197_at
P22392	1980_s_at
AAH04516	1981_s_at
AAH27924	1981_s_at
P25912	1981_s_at
Q8IYC6	1981_s_at
Q8TAX8	1981_s_at
Q96CY8	1981_s_at
P30279	1983_at
P52566	1984_s_at
P15531	1985_s_at
Q08999	1986_at
Q8NE70	1986_at
P16234	1987_at
Q96KZ7	1987_at
P16234	1988_at
Q96KZ7	1988_at
P51587	1989_at
Q13232	198_g_at
P51587	1990_g_at
Q16644	1991_s_at
AAH32336	1992_at
P49789	1992_at
O15129	1993_s_at
P38398	1993_s_at
Q92897	1993_s_at
P15336	1994_at
Q8TAR1	1994_at
Q96JT8	1994_at
---	1995_at
P41002	1996_s_at
P55269	1997_s_at
Q07812	1997_s_at
Q07814	1997_s_at
Q07815	1997_s_at
Q8WZ49	1997_s_at
Q9NR76	1997_s_at
Q9NYG7	1997_s_at
Q9UQD6	1997_s_at
P55269	1998_i_at
Q07812	1998_i_at
Q07814	1998_i_at
Q07815	1998_i_at
Q8WZ49	1998_i_at
Q9NR76	1998_i_at
Q9NYG7	1998_i_at
Q9UQD6	1998_i_at
---	1999_s_at
Q16513	199_s_at
Q9UHS4	199_s_at
Q13315	2000_at
Q16580	2000_at
Q8TDS0	2000_at
Q8TDS1	2000_at
Q8TDS2	2000_at
Q96QM9	2000_at
Q13315	2001_g_at
Q16580	2001_g_at
Q8TDS0	2001_g_at
Q8TDS1	2001_g_at
Q8TDS2	2001_g_at
Q96QM9	2001_g_at
Q16548	2002_s_at
P52701	2003_s_at
Q9BTB5	2003_s_at
Q13233	2004_at
AAA17743	2005_s_at
P52333	2005_s_at
Q8N1E8	2005_s_at
Q9UMU1	2005_s_at
AAA17743	2006_at
P52333	2006_at
Q8N1E8	2006_at
Q9UMU1	2006_at
AAA17743	2007_g_at
P52333	2007_g_at
Q8N1E8	2007_g_at
Q9UMU1	2007_g_at
AAF42995	2008_s_at
Q00987	2008_s_at
Q8NDV9	2008_s_at
Q8NDW0	2008_s_at
Q8NDW1	2008_s_at
Q8NDW2	2008_s_at
Q8TE46	2008_s_at
Q8TE47	2008_s_at
Q8WYJ1	2008_s_at
Q8WYJ2	2008_s_at
Q8WYJ3	2008_s_at
Q96DS0	2008_s_at
Q96DS1	2008_s_at
Q96DS2	2008_s_at
Q96DS3	2008_s_at
Q96DS4	2008_s_at
Q96DS5	2008_s_at
Q9H4C2	2008_s_at
Q9H4C3	2008_s_at
Q9H4C4	2008_s_at
Q9H4C5	2008_s_at
AAH42599	2009_at
Q14289	2009_at
---	200_at
AAA79202	2010_at
AAH09839	2010_at
AAH20798	2010_at
P34991	2010_at
Q8TAY2	2010_at
Q13323	2011_s_at
AAB39925	2012_s_at
AAC50210	2012_s_at
P78527	2012_s_at
Q14188	2013_at
Q8WU88	2013_at
Q9UG28	2013_at
P52564	2014_s_at
P54278	2015_s_at
Q8N5Q6	2015_s_at
P27635	2016_s_at
Q8TDA5	2016_s_at
AAH23620	2017_s_at
AAH25302	2017_s_at
P24385	2017_s_at
P17302	2018_at
AAH15916	2019_s_at
P26010	2019_s_at
AAO20842	201_s_at
P01884	201_s_at
Q16446	201_s_at
Q9UM88	201_s_at
AAH23620	2020_at
AAH25302	2020_at
P24385	2020_at
AAH35498	2021_s_at
P24864	2021_s_at
P31751	2022_at
Q8TBE2	2022_at
P31751	2023_g_at
Q8TBE2	2023_g_at
P07948	2024_s_at
CAD61917	2025_s_at
P27695	2025_s_at
Q01196	2026_at
Q15342	2026_at
Q15344	2026_at
P29034	2027_at
Q01094	2028_s_at
Q9BSD8	2028_s_at
Q13017	2029_at
Q03933	202_at
Q9BS48	202_at
O96014	2030_at
P38936	2031_s_at
Q14010	2031_s_at
Q8IY69	2031_s_at
Q96LE1	2031_s_at
P06756	2032_s_at
P30291	2033_s_at
P46527	2034_s_at
Q96TE0	2034_s_at
Q9NYG6	2034_s_at
AAB88178	2035_s_at
P06733	2035_s_at
Q8WU71	2035_s_at
Q96GV1	2035_s_at
Q9BT62	2035_s_at
AAM50040	2036_s_at
CAD89965	2036_s_at
P16070	2036_s_at
Q8N694	2036_s_at
Q96J24	2036_s_at
Q99900	2036_s_at
Q9UJ36	2036_s_at
P23443	2037_s_at
P10415	2038_g_at
Q96PA0	2038_g_at
P06241	2039_s_at
Q16248	2039_s_at
Q8N5D7	2039_s_at
P23769	203_at
P00519	2040_s_at
Q13688	2040_s_at
Q13689	2040_s_at
Q13690	2040_s_at
Q13691	2040_s_at
Q13745	2040_s_at
Q14020	2040_s_at
P00519	2041_i_at
Q13688	2041_i_at
Q13689	2041_i_at
Q13690	2041_i_at
Q13691	2041_i_at
Q13745	2041_i_at
Q14020	2041_i_at
P10242	2042_s_at
Q14025	2042_s_at
---	2043_s_at
AAH39060	2044_s_at
AAH40540	2044_s_at
P06400	2044_s_at
Q92728	2044_s_at
P08631	2045_s_at
---	2046_at
P14923	2047_s_at
Q15151	2047_s_at
Q9BWC4	2047_s_at
P10828	2048_s_at
P37243	2048_s_at
P17275	2049_s_at
Q00056	204_at
P15154	2050_s_at
P16455	2051_at
P16455	2052_g_at
P19022	2053_at
Q8N173	2053_at
P19022	2054_g_at
Q8N173	2054_g_at
P05556	2055_s_at
Q8WUM6	2055_s_at
AAH15035	2056_at
P11362	2056_at
Q02063	2056_at
Q02065	2056_at
Q14306	2056_at
Q14307	2056_at
Q8N685	2056_at
AAH15035	2057_g_at
P11362	2057_g_at
Q02063	2057_g_at
Q02065	2057_g_at
Q14306	2057_g_at
Q14307	2057_g_at
Q8N685	2057_g_at
P18084	2058_s_at
P06239	2059_s_at
Q00056	205_g_at
P10415	2060_at
Q96PA0	2060_at
P13612	2061_at
Q8IU66	2061_at
Q8IU71	2061_at
Q8IUA2	2061_at
Q16270	2062_at
P28715	2063_at
P28715	2064_g_at
P55269	2065_s_at
Q07812	2065_s_at
Q07814	2065_s_at
Q07815	2065_s_at
Q8WZ49	2065_s_at
Q9NR76	2065_s_at
Q9NYG7	2065_s_at
Q9UQD6	2065_s_at
P55269	2066_at
Q07812	2066_at
Q07814	2066_at
Q07815	2066_at
Q8WZ49	2066_at
Q9NR76	2066_at
Q9NYG7	2066_at
Q9UQD6	2066_at
P55269	2067_f_at
Q07812	2067_f_at
Q07814	2067_f_at
Q07815	2067_f_at
Q8WZ49	2067_f_at
Q9NR76	2067_f_at
Q9NYG7	2067_f_at
Q9UQD6	2067_f_at
Q14209	2068_s_at
P35221	2069_s_at
Q12795	2069_s_at
Q8N1C0	2069_s_at
---	206_at
P45983	2070_i_at
P45983	2071_s_at
P55289	2072_at
AAH30653	2073_s_at
P55290	2073_s_at
P36382	2074_at
P46734	2075_s_at
P98172	2076_s_at
---	2077_at
P04198	2078_s_at
Q9H224	2078_s_at
---	2079_s_at
P31948	207_at
Q03468	2080_s_at
Q04759	2081_s_at
P12830	2082_s_at
Q9UII7	2082_s_at
Q9UII8	2082_s_at
AAH00740	2083_at
P32239	2083_at
Q16144	2083_at
Q96LC6	2083_at
Q9NYK7	2083_at
P43268	2084_s_at
Q96AW9	2084_s_at
Q96IU0	2084_s_at
P35221	2085_s_at
